Registration Date,Participant Constituent ID,Participant Donor Status,Is Prior Participant,Is Team Captain,Team ID,Participation Type Name,Participant Gender,Age,Address  -  Participant ZIP/Postal Code,Please choose the closest affiliation you have ...,Facebook Fundraiser ID,Self Donor,Total of All Confirmed Gifts($),All Confirmed Gifts,Total From Participant($),Unique Donors,Recruited Participants Count,Emails Sent,Discount Code Used             
9/9/19,1157459,Donor,N/A,FALSE,5009,Run/Walk Registration,Female,36,91326-2125,I have a family member with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/9/19,1007601,Donor,Yes,FALSE,4965,Run/Walk Registration,Female,73,91007-2644,I lost a loved one to pancreatic cancer,,TRUE,$550.00,2,$500.00,2,0,0,
9/10/19,1027608,Unknown,Yes,FALSE,4965,Run/Walk Registration,Female,42,92780-2243,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/10/19,1027606,Donor,Yes,FALSE,4965,Run/Walk Registration,Male,42,92780-2243,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/10/19,1141274,Unknown,Yes,FALSE,4965,Run/Walk Youth (11 & Under),Female,12,92780-2243,,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/10/19,1141275,Unknown,Yes,FALSE,4965,Run/Walk Youth (11 & Under),Male,8,92780-2243,,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/10/19,1065925,Donor,N/A,FALSE,4907,Run/Walk Registration,Female,60,90049-5694,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/10/19,1157478,Donor,N/A,FALSE,4903,Run/Walk Registration,Female,35,90024-6524,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
9/10/19,1157479,Unknown,N/A,FALSE,4903,Run/Walk Registration,Male,35,90024-6524,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
9/10/19,1157377,Donor,N/A,FALSE,4998,Run/Walk Youth (11 & Under),Male,16,90210-4303,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,
9/10/19,1001606,Donor,Yes,FALSE,4965,Run/Walk Registration - early bird,Female,69,90803-3922,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/10/19,1157497,Non-Donor,N/A,FALSE,4903,Run/Walk Registration,Female,40,90024-6524,Other,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
9/10/19,1157498,Non-Donor,N/A,FALSE,4903,Run/Walk Registration,Female,41,92592-9184,Other,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
9/10/19,1157505,Non-Donor,N/A,FALSE,5009,Run/Walk Registration,Male,37,91342-1786,I know someone with cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/10/19,1157518,Donor,N/A,FALSE,,Run/Walk Registration,Male,62,91403-2088,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/10/19,1179000,Donor,N/A,FALSE,4819,Run/Walk Registration,Male,37,91316-1100,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/10/19,1126587,Donor,N/A,FALSE,,Run/Walk Registration,Male,33,92037-3024,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/10/19,1126586,Unknown,N/A,FALSE,,Run/Walk Registration,Female,33,27517-8274,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/11/19,1157529,Donor,N/A,FALSE,4998,Run/Walk Registration,Male,52,90046-6817,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/11/19,1157536,Non-Donor,N/A,FALSE,4903,Run/Walk Registration,Female,32,90024-6524,User Provided No Response,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
9/11/19,1066436,Donor,Yes,FALSE,4907,Run/Walk Registration,Male,65,90601-1130,I have a friend with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/11/19,1157545,Donor,N/A,FALSE,,Run/Walk Registration,Male,54,92504-3013,I lost a loved one to pancreatic cancer,,TRUE,$22.00,1,$22.00,1,0,0,
9/11/19,1139807,Donor,Yes,FALSE,,Run/Walk Registration,Female,55,93021-1678,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/11/19,1129298,Donor,Yes,FALSE,4961,Run/Walk Registration,Female,56,92603-4233,I lost a loved one to pancreatic cancer,,TRUE,$22.00,1,$22.00,1,0,0,
9/11/19,1128911,Donor,N/A,TRUE,5011,Run/Walk Registration,Female,38,90660-1509,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,1,TRUE
9/11/19,1171161,Unknown,N/A,FALSE,4819,Run/Walk Registration,Male,39,90035-1310,Other,,TRUE,$0.00,0,$0.00,0,0,0,
9/11/19,1157560,Donor,N/A,FALSE,4819,Run/Walk Registration,Female,34,90035-1310,I have a friend with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/11/19,1139830,Donor,Yes,TRUE,5012,Run/Walk Registration,Female,57,91364-4234,I have lost someone to cancer,,TRUE,$150.00,2,$50.00,2,0,20,TRUE
9/11/19,1039927,Donor,Yes,FALSE,5013,Run/Walk Registration,Male,51,90210-3437,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/11/19,1178690,Donor,Yes,TRUE,5013,Run/Walk Registration,Female,49,90210-3437,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,13,TRUE
9/11/19,1181251,Donor,Yes,FALSE,5013,Run/Walk Registration,Female,22,90210-3437,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/11/19,1181252,Unknown,Yes,FALSE,5013,Run/Walk Registration,Female,19,90210-3437,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/11/19,1057325,Donor,Yes,FALSE,5013,Run/Walk Youth (11 & Under),Male,16,90210-3437,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/11/19,1197815,Donor,N/A,FALSE,,Run/Walk Registration,Male,47,90405-2723,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/11/19,1137184,Donor,N/A,FALSE,,Run/Walk Registration,Female,43,90405-2723,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/11/19,1157572,Donor,N/A,FALSE,,Virtual Walker/Runner,Female,36,30668-4614,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/11/19,1130794,Donor,Yes,FALSE,4830,Run/Walk Registration,Male,78,91104-2329,I lost a loved one to pancreatic cancer,,TRUE,$100.00,1,$100.00,1,0,0,
9/11/19,1171457,Unknown,N/A,FALSE,4830,Run/Walk Registration,Female,78,91104-2329,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/11/19,1106084,Donor,Yes,FALSE,4907,Run/Walk Registration,Male,63,91711-5434,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/11/19,1171986,Unknown,Yes,FALSE,4878,Run/Walk Registration,Male,61,91436-4227,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/11/19,1115322,Donor,Yes,FALSE,4878,Run/Walk Registration,Female,55,91436-4227,I lost a loved one to pancreatic cancer,,TRUE,$500.00,1,$500.00,1,0,0,
9/11/19,1043598,Donor,Yes,FALSE,4878,Run/Walk Registration,Female,26,91436-4227,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/11/19,1171988,Unknown,Yes,FALSE,4878,Run/Walk Registration,Male,24,91436-4227,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/11/19,1157585,Donor,N/A,FALSE,,Run/Walk Registration,Male,58,93031-2239,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/11/19,1157587,Non-Donor,N/A,FALSE,4903,Run/Walk Registration,Female,28,90222-1234,I am a running enthusiast,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
9/11/19,1157589,Donor,N/A,FALSE,,Run/Walk Registration,Female,49,85338-3565,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/11/19,1157590,Unknown,N/A,FALSE,,Run/Walk Registration,Male,14,85338-3565,Other,,TRUE,$0.00,0,$0.00,0,0,0,
9/11/19,1157593,Donor,N/A,FALSE,,Run/Walk Registration,Female,59,78624-5824,I lost a loved one to pancreatic cancer,,TRUE,"$1,060.00",6,$460.00,6,0,4,TRUE
9/11/19,1157597,Donor,N/A,FALSE,,Run/Walk Registration,Male,60,91325-1293,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/11/19,1157600,Unknown,N/A,FALSE,,Run/Walk Registration,Female,58,91325-1293,Other,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/11/19,1157598,Donor,N/A,FALSE,5009,Run/Walk Registration,Male,37,91326-4404,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/11/19,1157599,Unknown,N/A,FALSE,5009,Run/Walk Registration,Female,36,91326-4404,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/12/19,1037152,Donor,N/A,FALSE,,Run/Walk Registration,Female,53,90605-2804,I lost a loved one to pancreatic cancer,TRUE,TRUE,$285.00,11,$0.00,11,0,0,
9/12/19,1013824,Donor,Yes,FALSE,4972,Run/Walk Registration,Female,47,91316-4659,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/12/19,1181038,Donor,Yes,FALSE,,Run/Walk Registration,Female,45,91401-3103,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/12/19,1181039,Unknown,Yes,FALSE,,Run/Walk Registration,Male,48,91401-3103,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/12/19,1244821,Unknown,Yes,FALSE,,Run/Walk Youth (11 & Under),Male,11,91401-3103,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/12/19,1157619,Unknown,N/A,FALSE,5009,Run/Walk Registration,Male,45,91356-2721,I am a running enthusiast,,TRUE,$0.00,0,$0.00,0,0,0,
9/12/19,1157618,Donor,N/A,FALSE,5009,Run/Walk Registration,Female,45,91304-5562,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,
9/12/19,1157621,Unknown,N/A,FALSE,5009,Run/Walk Youth (11 & Under),Male,14,91304-5562,I am a running enthusiast,,TRUE,$0.00,0,$0.00,0,0,0,
9/12/19,1149293,Donor,N/A,FALSE,,Run/Walk Registration,Male,61,90504-2820,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/12/19,1151179,Donor,Yes,FALSE,,Run/Walk Registration,Female,52,90405-3014,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/12/19,1157631,Donor,N/A,FALSE,,Run/Walk Registration,Female,55,90638-4412,I have a family member with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/12/19,1157636,Donor,N/A,TRUE,5014,Run/Walk Registration,Male,61,91711-5134,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,5,
9/12/19,1157432,Donor,N/A,FALSE,4819,Run/Walk Registration,Male,47,90035-1310,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/12/19,1139994,Donor,N/A,FALSE,,Run/Walk Registration,Female,45,91761-0702,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/12/19,1105763,Unknown,Yes,FALSE,5015,Run/Walk Registration,Male,64,91304-5265,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/12/19,1245860,Donor,Yes,TRUE,5015,Run/Walk Registration,Female,59,91304-5265,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/12/19,1157650,Donor,N/A,FALSE,4819,Run/Walk Registration,Female,68,91302-5821,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/12/19,1140128,Donor,Yes,FALSE,4998,Run/Walk Youth (11 & Under),Female,16,90046-2042,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/12/19,1089391,Donor,Yes,TRUE,5016,Run/Walk Registration,Male,29,90057-1155,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/13/19,1054755,Donor,Yes,FALSE,,Run/Walk Registration,Female,63,90045-1211,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/13/19,1157701,Donor,N/A,FALSE,4819,Run/Walk Registration,Male,43,91343-2813,Other,,TRUE,"$1,050.00",2,$50.00,2,0,0,
9/13/19,1064240,Donor,Yes,FALSE,4907,Run/Walk Registration,Male,69,90503-1337,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/13/19,1157711,Donor,N/A,FALSE,4878,Run/Walk Registration,Female,32,90302-2904,Other,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/13/19,1157730,Donor,N/A,FALSE,,Run/Walk Registration,Female,42,90650-6945,Other,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/13/19,1105833,Donor,Yes,FALSE,,Run/Walk Registration,Female,57,91307-1228,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/14/19,1157741,Donor,N/A,TRUE,5017,Run/Walk Registration,Female,47,91607-2878,I have lost someone to cancer,,TRUE,"$1,070.00",27,$65.00,25,0,0,TRUE
9/14/19,1180941,Donor,N/A,FALSE,4878,Run/Walk Registration,Female,18,90746-2119,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,
9/14/19,1181061,Donor,N/A,FALSE,4878,Run/Walk Registration,Female,32,90044-4306,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/14/19,1085387,Donor,Yes,TRUE,5018,Run/Walk Registration,Female,31,90640-3715,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/14/19,1113889,Donor,Yes,FALSE,4883,Run/Walk Registration,Female,36,91204-2644,I know someone with cancer,,TRUE,$22.00,1,$22.00,1,0,0,TRUE
9/14/19,1219119,Donor,Yes,FALSE,5020,Run/Walk Registration,Female,38,92880-3430,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/14/19,1055902,Donor,Yes,TRUE,5020,Run/Walk Registration,Male,44,91761-4419,I lost a loved one to pancreatic cancer,,TRUE,$400.00,1,$400.00,1,0,0,
9/14/19,1085402,Donor,Yes,FALSE,5020,Run/Walk Registration,Male,35,92337-0791,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/14/19,1129399,Donor,Yes,FALSE,4966,Run/Walk Registration,Female,59,90016-3627,I lost a loved one to pancreatic cancer,,TRUE,$475.00,6,$0.00,7,0,0,
9/14/19,1247296,Unknown,Yes,TRUE,5021,Run/Walk Registration,Female,64,91367-1045,I lost a loved one to pancreatic cancer,,TRUE,$815.00,10,$0.00,11,0,56,TRUE
9/14/19,1026988,Donor,Yes,FALSE,4878,Run/Walk Registration,Female,62,90018-1767,I have a family member with pancreatic cancer,,TRUE,$70.00,1,$70.00,1,0,0,TRUE
9/14/19,1245317,Unknown,N/A,FALSE,4878,Run/Walk Registration,Male,56,90018-1767,I know someone with cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/14/19,1139992,Donor,Yes,FALSE,5021,Run/Walk Registration,Male,63,91367-1045,I lost a loved one to pancreatic cancer,,TRUE,$50.00,1,$0.00,2,0,0,TRUE
9/14/19,1089586,Donor,Yes,FALSE,4907,Virtual Walker/Runner,Male,40,94403-1517,I lost a loved one to pancreatic cancer,,TRUE,$22.00,1,$22.00,1,0,0,
9/14/19,1157828,Donor,N/A,FALSE,5017,Run/Walk Registration,Female,55,90019-4210,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/15/19,1089265,Donor,N/A,FALSE,4907,Run/Walk Registration,Female,57,90211-1910,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/15/19,1114221,Unknown,N/A,FALSE,4907,Run/Walk Youth (11 & Under),Male,12,90211-1910,,,TRUE,$0.00,0,$0.00,0,0,0,
9/15/19,1157842,Unknown,N/A,FALSE,4940,Run/Walk Registration,Male,44,90272-4362,Other,,TRUE,$0.00,0,$0.00,0,0,0,
9/15/19,1157841,Donor,N/A,FALSE,4940,Run/Walk Registration,Female,43,90272-4362,I have lost someone to cancer,,TRUE,$56.00,1,$56.00,1,0,0,
9/15/19,1157843,Unknown,N/A,FALSE,4940,Run/Walk Youth (11 & Under),Female,13,90272-4362,Other,,TRUE,$0.00,0,$0.00,0,0,0,
9/15/19,1157844,Unknown,N/A,FALSE,4940,Run/Walk Youth (11 & Under),Male,11,90272-4362,Other,,TRUE,$0.00,0,$0.00,0,0,0,
9/15/19,1157853,Donor,N/A,FALSE,,Run/Walk Registration,Male,67,90755-3777,I know someone with cancer,,TRUE,$22.00,1,$22.00,1,0,0,
9/15/19,1089861,Donor,Yes,TRUE,5022,Run/Walk Registration,Female,59,92646-5669,I lost a loved one to pancreatic cancer,,TRUE,$150.00,2,$100.00,2,0,11,TRUE
9/15/19,1157856,Donor,N/A,FALSE,,Run/Walk Registration,Female,44,90505-4234,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/15/19,1157857,Unknown,N/A,FALSE,,Run/Walk Youth (11 & Under),Male,15,90505-4234,Other,,TRUE,$0.00,0,$0.00,0,0,0,
9/16/19,1157859,Donor,N/A,FALSE,,Run/Walk Registration,Female,61,90042-5082,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/16/19,1157865,Donor,N/A,FALSE,,Run/Walk Registration,Female,44,90720-2629,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/16/19,1247691,Donor,N/A,FALSE,,Run/Walk Registration,Female,52,90004-3809,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/16/19,1116491,Donor,Yes,FALSE,5018,Run/Walk Registration,Female,32,90640-3715,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/16/19,1041554,Donor,N/A,FALSE,4894,Run/Walk Registration,Female,69,90405-1151,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/16/19,1061781,Donor,Yes,TRUE,5027,Run/Walk Registration,Female,37,90016-1509,I lost a loved one to pancreatic cancer,,TRUE,$20.00,1,$0.00,2,0,15,
9/16/19,1055267,Donor,Yes,FALSE,5021,Run/Walk Registration,Female,61,90403-5114,I lost a loved one to pancreatic cancer,,TRUE,$475.00,7,$0.00,8,0,0,TRUE
9/16/19,1157878,Donor,N/A,FALSE,,Run/Walk Registration,Male,69,92880-9101,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/16/19,1157879,Unknown,N/A,FALSE,,Run/Walk Registration,Female,68,92880-9101,Other,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/16/19,1157881,Unknown,N/A,FALSE,,Run/Walk Registration,Male,35,92880-9101,I am a running enthusiast,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/16/19,1157880,Unknown,N/A,FALSE,,Run/Walk Registration,Female,34,92880-9101,I am a running enthusiast,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/17/19,1157890,Donor,N/A,FALSE,4887,Run/Walk Registration,Female,48,90803-5657,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/17/19,1129549,Donor,N/A,FALSE,,Run/Walk Registration,Female,62,91502-2799,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/17/19,1157893,Donor,N/A,FALSE,4940,Run/Walk Registration,Male,41,90266-5438,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,
9/17/19,1157895,Unknown,N/A,FALSE,4940,Run/Walk Youth (11 & Under),Female,12,90266-5438,Other,,TRUE,$0.00,0,$0.00,0,0,0,
9/17/19,1157897,Unknown,N/A,FALSE,4940,Run/Walk Youth (11 & Under),Male,10,90266-5438,Other,,TRUE,$0.00,0,$0.00,0,0,0,
9/17/19,1157898,Donor,N/A,FALSE,,Run/Walk Registration,Female,66,93551-4380,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/17/19,1129655,Donor,Yes,TRUE,5028,Run/Walk Registration,Female,38,90026-1636,User Provided No Response,,TRUE,$75.00,2,$50.00,2,0,0,TRUE
9/17/19,1140302,Donor,Yes,FALSE,,Run/Walk Registration,Male,64,90046-3080,I lost a loved one to pancreatic cancer,,TRUE,$97.00,1,$97.00,1,0,0,
9/17/19,1140304,Donor,Yes,FALSE,,Run/Walk Registration,Male,55,90046-3080,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/17/19,1182189,Donor,Yes,FALSE,5028,Run/Walk Registration,Male,67,90291-2404,I have lost someone to cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
9/17/19,1130829,Donor,Yes,TRUE,5029,Run/Walk Registration,Male,26,92866-1645,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/17/19,1091378,Donor,N/A,FALSE,,Run/Walk Registration,Male,41,90025-3967,I am a member of the medical community,,TRUE,$10.00,1,$10.00,1,0,0,TRUE
9/17/19,1157911,Non-Donor,N/A,FALSE,5008,Run/Walk Registration,Female,39,91436-4001,I have a family member with pancreatic cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
9/17/19,1050454,Donor,Yes,TRUE,5030,Run/Walk Registration - early bird,Female,64,90272-4332,I lost a loved one to pancreatic cancer,,FALSE,$550.00,2,$0.00,2,0,0,
9/17/19,1157920,Donor,N/A,FALSE,4998,Run/Walk Registration,Male,16,90210-1710,Other,,TRUE,$0.00,0,$0.00,1,0,0,
9/17/19,1080786,Donor,Yes,TRUE,5031,Run/Walk Registration,Female,52,91739-8762,I lost a loved one to pancreatic cancer,,TRUE,$15.00,1,$15.00,1,0,0,
9/17/19,1081328,Unknown,N/A,FALSE,5031,Run/Walk Registration,Male,27,91739-8762,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
9/17/19,1181125,Donor,N/A,FALSE,,Run/Walk Registration,Female,66,91214-2341,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/17/19,1115991,Donor,N/A,FALSE,,Run/Walk Registration,Male,41,91406-2791,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/18/19,1020013,Donor,N/A,FALSE,4878,Run/Walk Registration,Female,76,91423-3753,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/18/19,1216687,Indirect Donor,Yes,FALSE,,Run/Walk Registration - early bird,Female,73,92013-1674,,,TRUE,$0.00,0,$0.00,1,0,0,
9/18/19,1117548,Donor,N/A,FALSE,,Run/Walk Registration - early bird,Male,50,92078-7918,I have a family member with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/18/19,1172075,Donor,N/A,FALSE,,Run/Walk Registration - early bird,Female,44,92078-7918,I have a family member with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/18/19,1218389,Unknown,Yes,FALSE,,Run/Walk Registration - early bird,Male,17,92078-4242,,,TRUE,$0.00,0,$0.00,1,0,0,
9/18/19,1244979,Unknown,N/A,FALSE,,Run/Walk Youth (11 & Under)  - early bird,Male,11,92013-1674,I have a family member with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/18/19,1141484,Donor,Yes,FALSE,,Run/Walk Youth (11 & Under)  - early bird,Female,52,92078-7975,I have a family member with pancreatic cancer,,TRUE,$40.00,1,$40.00,1,0,0,
9/18/19,1157937,Non-Donor,N/A,FALSE,4903,Run/Walk Registration,Female,29,90024-6524,I have lost someone to cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
9/18/19,1109726,Donor,Yes,TRUE,5034,Run/Walk Registration,Female,64,90024-4828,I have a family member with pancreatic cancer,,TRUE,$75.00,3,$0.00,4,0,0,TRUE
9/18/19,1091145,Donor,Yes,FALSE,4907,Run/Walk Registration,Female,68,91311-1481,I have a friend with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/18/19,1108831,Donor,Yes,TRUE,5035,Virtual Walker/Runner,Female,51,90049-5287,Other,,TRUE,$716.00,10,$100.00,10,1,0,
9/18/19,1113952,Donor,Yes,TRUE,5035,Run/Walk Registration,Female,51,92603-0101,Other,,TRUE,"$5,035.99",20,$111.00,20,1,26,
9/18/19,1116701,Unknown,Yes,FALSE,4818,Run/Walk Registration,Male,18,91436-3630,,,TRUE,$0.00,0,$0.00,1,0,0,
9/18/19,1216709,Unknown,Yes,FALSE,4818,Run/Walk Registration,Female,17,91436-3630,,,TRUE,$0.00,0,$0.00,0,0,0,
9/18/19,1140397,Unknown,Yes,FALSE,4818,Run/Walk Registration,Female,17,91436-3630,User Provided No Response,,TRUE,$0.00,0,$0.00,0,0,0,
9/18/19,1137303,Donor,N/A,FALSE,4828,Run/Walk Registration,Male,32,97209-3411,Other,,FALSE,$40.00,2,$0.00,2,0,0,TRUE
9/18/19,1137337,Donor,N/A,FALSE,4828,Run/Walk Registration,Female,32,97209-3411,Other,,FALSE,$45.00,2,$10.00,2,0,0,TRUE
9/18/19,1157941,Donor,N/A,FALSE,,Run/Walk Registration,Male,24,90046-3086,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/18/19,1042545,Donor,N/A,FALSE,4818,Run/Walk Registration,Female,74,91316-2170,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/18/19,1157873,Donor,N/A,FALSE,,Run/Walk Registration,Female,33,91423-5001,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,
9/18/19,1157951,Donor,N/A,FALSE,,Run/Walk Registration,Female,34,91423-5001,User Provided No Response,,TRUE,$0.00,0,$0.00,1,0,0,
9/19/19,1115196,Donor,Yes,FALSE,5035,Run/Walk Registration,Male,51,90048-2509,I have lost someone to cancer,,TRUE,$56.00,1,$56.00,1,0,0,
9/19/19,1105351,Donor,Yes,FALSE,4907,Run/Walk Registration,Female,36,91306-1208,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
9/19/19,1140172,Unknown,Yes,FALSE,4907,Run/Walk Registration,Male,35,91306-1208,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
9/19/19,1157982,Donor,N/A,FALSE,4998,Run/Walk Registration,Male,12,90048-5306,I know someone with cancer,,TRUE,$56.00,1,$56.00,1,0,0,TRUE
9/19/19,1043691,Donor,Yes,TRUE,5037,Run/Walk Registration,Male,46,93003-0381,I lost a loved one to pancreatic cancer,TRUE,TRUE,$485.00,10,$0.00,10,0,0,TRUE
9/20/19,1173298,Unknown,N/A,FALSE,5022,Run/Walk Registration,Unknown,28,37221-1361,I lost a loved one to pancreatic cancer,,TRUE,$15.00,1,$15.00,1,0,0,
9/20/19,1157989,Donor,N/A,FALSE,5028,Run/Walk Registration,Male,65,90069-2422,Other,,TRUE,$150.00,1,$150.00,1,0,0,TRUE
